,YEAR,MONTH,DATE,Mw,LAT (N),LONG (E),DEPTH (km),DATETIME
30068,2002,3,30.0,3.8631599999999997,30.6,66.65,33.0,2002-03-30
30069,2002,3,30.0,3.8631599999999997,19.78,95.15,86.0,2002-03-30
30070,2002,3,30.0,4.774,35.8,88.43,33.0,2002-03-30
30071,2002,3,30.0,4.3324,20.75,94.58,33.0,2002-03-30
30072,2002,3,30.0,3.8631599999999997,29.413,95.829,100.0,2002-03-30
30073,2002,3,30.0,3.8631599999999997,29.748,93.139,51.5,2002-03-30
30074,2002,3,31.0,3.8631599999999997,24.33,94.45,33.0,2002-03-31
30075,2002,3,31.0,3.4284800000000004,32.39,93.68,33.0,2002-03-31
30077,2002,3,31.0,4.6636,35.95,70.75,115.0,2002-03-31
30078,2002,3,31.0,3.8631599999999997,24.195,94.606,90.5,2002-03-31
30079,2002,3,31.0,3.4284800000000004,23.701,92.424,37.0,2002-03-31
30080,2002,4,1.0,4.4428,32.0,78.41,36.0,2002-04-01
30081,2002,4,1.0,3.5596,22.39,94.23,65.0,2002-04-01
30082,2002,4,2.0,3.6458199999999996,28.07,85.29,44.0,2002-04-02
30083,2002,4,2.0,4.0805,17.37,73.85,10.0,2002-04-02
30084,2002,4,2.0,4.4428,28.56,86.35,105.0,2002-04-02
30085,2002,4,2.0,4.8844,35.19,69.82,81.0,2002-04-02
30086,2002,4,2.0,3.6458199999999996,25.534,96.113,33.0,2002-04-02
30087,2002,4,2.0,4.0805,29.417,87.275,59.0,2002-04-02
30088,2002,4,3.0,4.0012,6.42,95.46,229.0,2002-04-03
30089,2002,4,6.0,3.53715,35.97,78.08,97.0,2002-04-06
30090,2002,4,6.0,3.31981,28.4,92.73,33.0,2002-04-06
30091,2002,4,6.0,4.6636,21.8,72.45,10.0,2002-04-06
30092,2002,4,6.0,3.53715,20.968,94.351,99.2,2002-04-06
30093,2002,4,6.0,3.31981,21.86,93.676,100.0,2002-04-06
30094,2002,4,7.0,4.4428,31.9,77.93,33.0,2002-04-07
30096,2002,4,9.0,4.2219999999999995,34.08,95.12,33.0,2002-04-09
30097,2002,4,11.0,3.97183,28.85,81.9,33.0,2002-04-11
30098,2002,4,11.0,3.8631599999999997,35.67,74.02,86.0,2002-04-11
30099,2002,4,11.0,4.3324,26.27,91.5,33.0,2002-04-11
30100,2002,4,11.0,3.97183,23.29,94.192,117.4,2002-04-11
30101,2002,4,11.0,3.8631599999999997,27.225,97.07,33.0,2002-04-11
30102,2002,4,12.0,3.8631599999999997,35.15,87.8,33.0,2002-04-12
30103,2002,4,12.0,6.3196,31.0,78.13,33.0,2002-04-12
30104,2002,4,12.0,4.6636,11.14,92.41,33.0,2002-04-12
30105,2002,4,12.0,4.8844,33.38,75.61,33.0,2002-04-12
30108,2002,4,12.0,4.3324,9.55,93.08,86.0,2002-04-12
30109,2002,4,12.0,4.5532,35.83,92.72,10.0,2002-04-12
30110,2002,4,12.0,4.3324,10.1,93.33,84.0,2002-04-12
30112,2002,4,12.0,4.4428,27.59,66.03,33.0,2002-04-12
30115,2002,4,12.0,4.0012,30.19,88.11,33.0,2002-04-12
30117,2002,4,12.0,5.4364,10.0,92.95,33.0,2002-04-12
30118,2002,4,12.0,3.7804,10.09,92.89,33.0,2002-04-12
30119,2002,4,12.0,4.1116,10.22,93.04,33.0,2002-04-12
30120,2002,4,12.0,4.8844,30.43,98.09,33.0,2002-04-12
30121,2002,4,12.0,3.8631599999999997,25.085,91.913,27.4,2002-04-12
30122,2002,4,14.0,3.53715,9.95,92.96,33.0,2002-04-14
30123,2002,4,14.0,3.53715,22.308,94.509,126.1,2002-04-14
30125,2002,4,16.0,3.2111400000000003,9.83,92.88,33.0,2002-04-16
30126,2002,4,16.0,4.18917,9.9,92.91,33.0,2002-04-16
30127,2002,4,16.0,4.3324,29.82,69.59,33.0,2002-04-16
30129,2002,4,16.0,4.4428,9.94,92.89,33.0,2002-04-16
30130,2002,4,16.0,3.2111400000000003,29.977,89.943,33.0,2002-04-16
30131,2002,4,16.0,4.18917,27.919,97.525,42.2,2002-04-16
30132,2002,4,17.0,4.0805,23.87,94.86,116.0,2002-04-17
30133,2002,4,17.0,3.75449,9.96,93.06,80.0,2002-04-17
30134,2002,4,17.0,4.5532,32.57,78.17,33.0,2002-04-17
30135,2002,4,17.0,3.7804,9.98,92.86,51.0,2002-04-17
30136,2002,4,17.0,4.0805,24.418,94.697,55.8,2002-04-17
30137,2002,4,17.0,3.75449,22.267,94.6,109.1,2002-04-17
30138,2002,4,18.0,4.0012,10.07,92.87,33.0,2002-04-18
30139,2002,4,18.0,4.2219999999999995,9.93,92.78,33.0,2002-04-18
30140,2002,4,18.0,4.9948,9.85,92.96,33.0,2002-04-18
30141,2002,4,19.0,5.3260000000000005,9.81,92.81,33.0,2002-04-19
30142,2002,4,19.0,3.7804,9.88,92.91,33.0,2002-04-19
30143,2002,4,19.0,4.6636,9.94,92.96,33.0,2002-04-19
30145,2002,4,22.0,3.53715,35.26,77.59,33.0,2002-04-22
30146,2002,4,22.0,3.2111400000000003,26.89,96.75,107.0,2002-04-22
30147,2002,4,22.0,3.6458199999999996,23.28,80.3,33.0,2002-04-22
30149,2002,4,22.0,3.53715,23.777,93.698,78.7,2002-04-22
30150,2002,4,22.0,3.2111400000000003,23.731,94.435,33.0,2002-04-22
30151,2002,4,22.0,3.6458199999999996,29.967,96.421,147.0,2002-04-22
30153,2002,4,24.0,4.3324,31.73,73.53,47.0,2002-04-24
30154,2002,4,24.0,4.3324,12.23,93.12,39.0,2002-04-24
30155,2002,4,24.0,4.2219999999999995,28.78,95.89,33.0,2002-04-24
30156,2002,4,25.0,4.2219999999999995,10.52,92.78,48.0,2002-04-25
30157,2002,4,27.0,3.75449,29.21,81.88,33.0,2002-04-27
30158,2002,4,27.0,4.2219999999999995,32.69,92.14,33.0,2002-04-27
30159,2002,4,27.0,3.75449,30.292,96.827,33.0,2002-04-27
30160,2002,5,2.0,4.3324,30.1,69.46,33.0,2002-05-02
30161,2002,5,3.0,3.75449,32.67,92.23,33.0,2002-05-03
30162,2002,5,3.0,4.3324,32.64,92.05,33.0,2002-05-03
30163,2002,5,3.0,3.75449,27.206,88.123,33.0,2002-05-03
30164,2002,5,4.0,5.1052,31.42,85.51,33.0,2002-05-04
30165,2002,5,4.0,4.4428,32.68,92.26,33.0,2002-05-04
30166,2002,5,5.0,4.95315,32.74,92.24,33.0,2002-05-05
30167,2002,5,5.0,4.51594069,32.67,92.4,33.0,2002-05-05
30168,2002,5,5.0,4.1116,32.75,92.2,33.0,2002-05-05
30169,2002,5,5.0,4.3324,32.6,92.21,33.0,2002-05-05
30170,2002,5,5.0,4.774,32.7,92.2,33.0,2002-05-05
30171,2002,5,5.0,4.0012,12.69,95.28,33.0,2002-05-05
30172,2002,5,5.0,4.95315,22.581,90.934,10.0,2002-05-05
30173,2002,5,5.0,4.51594069,22.59,91.85,33.0,2002-05-05
30175,2002,5,7.0,4.70335,9.94,92.98,33.0,2002-05-07
30176,2002,5,7.0,4.774,9.84,93.22,33.0,2002-05-07
30177,2002,5,7.0,4.70335,21.6,93.858,58.9,2002-05-07
30178,2002,5,8.0,4.2219999999999995,9.78,93.29,33.0,2002-05-08
30179,2002,5,9.0,4.3911,10.19,92.87,33.0,2002-05-09
30180,2002,5,9.0,4.8844,9.93,93.25,33.0,2002-05-09
30183,2002,5,9.0,4.3911,29.968,87.924,42.4,2002-05-09
30185,2002,5,11.0,3.75449,9.86,92.95,33.0,2002-05-11
30186,2002,5,11.0,3.97183,33.88,90.71,33.0,2002-05-11
30187,2002,5,11.0,4.5532,22.47,92.47,14.0,2002-05-11
30188,2002,5,11.0,3.75449,30.885,87.078,33.0,2002-05-11
30189,2002,5,11.0,3.97183,26.936,96.027,72.2,2002-05-11
30190,2002,5,13.0,3.7804,25.38,91.43,37.0,2002-05-13
30191,2002,5,13.0,4.6636,21.69,92.91,33.0,2002-05-13
30192,2002,5,14.0,4.1116,32.68,92.25,33.0,2002-05-14
30193,2002,5,14.0,5.1052,24.63,94.85,33.0,2002-05-14
30194,2002,5,17.0,3.8631599999999997,33.87,90.21,33.0,2002-05-17
30196,2002,5,17.0,4.9948,33.11,75.56,33.0,2002-05-17
30197,2002,5,17.0,3.8631599999999997,25.424,95.035,33.0,2002-05-17
30198,2002,5,21.0,4.1116,33.92,90.85,33.0,2002-05-21
30199,2002,5,22.0,4.5532,31.18,77.95,33.0,2002-05-22
30200,2002,5,23.0,4.6636,34.53,82.52,33.0,2002-05-23
30201,2002,5,23.0,3.8908,9.9,92.8,33.0,2002-05-23
30202,2002,5,23.0,4.5532,26.12,95.75,112.0,2002-05-23
30203,2002,5,25.0,3.75449,35.87,90.55,33.0,2002-05-25
30204,2002,5,25.0,3.75449,30.19,79.19,33.0,2002-05-25
30205,2002,5,25.0,3.75449,25.312,94.839,111.4,2002-05-25
30206,2002,5,25.0,3.75449,21.375,94.688,97.8,2002-05-25
30207,2002,5,26.0,4.82825,6.74,94.43,33.0,2002-05-26
30208,2002,5,26.0,3.6458199999999996,12.28,91.04,10.0,2002-05-26
30209,2002,5,26.0,4.774,26.34,70.6,10.0,2002-05-26
30210,2002,5,26.0,4.4428,9.69,92.92,33.0,2002-05-26
30211,2002,5,26.0,4.82825,23.939,96.03,33.0,2002-05-26
30212,2002,5,26.0,3.6458199999999996,29.948,88.05,33.0,2002-05-26
30213,2002,5,27.0,4.2219999999999995,29.8,98.37,33.0,2002-05-27
30214,2002,5,27.0,4.5532,24.0,94.68,33.0,2002-05-27
30215,2002,5,28.0,4.774,17.04,73.51,33.0,2002-05-28
30216,2002,5,30.0,4.5532,9.78,76.86,10.0,2002-05-30
30217,2002,5,30.0,4.8844,32.26,92.84,33.0,2002-05-30
30218,2002,5,30.0,5.1052,23.42,94.6,75.0,2002-05-30
30220,2002,5,31.0,3.53715,35.09,71.72,33.0,2002-05-31
30223,2002,5,31.0,3.53715,26.987,97.043,33.0,2002-05-31
30224,2002,6,2.0,4.774,35.92,89.32,33.0,2002-06-02
30225,2002,6,2.0,4.0012,23.97,69.76,10.0,2002-06-02
30227,2002,6,4.0,3.75449,32.54,76.89,33.0,2002-06-04
30228,2002,6,4.0,4.4428,35.98,70.54,91.0,2002-06-04
30229,2002,6,4.0,5.9884,30.67,96.67,33.0,2002-06-04
30230,2002,6,4.0,4.8844,29.61,68.66,33.0,2002-06-04
30231,2002,6,4.0,4.2219999999999995,29.92,68.15,33.0,2002-06-04
30233,2002,6,4.0,4.6636,33.51,75.68,58.0,2002-06-04
30234,2002,6,4.0,4.5532,9.47,94.19,33.0,2002-06-04
30236,2002,6,4.0,3.75449,29.748,98.17,33.0,2002-06-04
30239,2002,6,5.0,4.6636,33.42,70.09,33.0,2002-06-05
30240,2002,6,5.0,4.774,27.44,92.49,20.0,2002-06-05
30242,2002,6,6.0,4.9948,23.42,70.23,16.0,2002-06-06
30243,2002,6,6.0,3.8908,23.25,69.84,10.0,2002-06-06
30244,2002,6,7.0,3.97183,23.26,69.97,10.0,2002-06-07
30246,2002,6,7.0,4.2219999999999995,23.25,70.35,10.0,2002-06-07
30247,2002,6,7.0,3.97183,24.839,95.175,153.1,2002-06-07
30248,2002,6,9.0,4.2219999999999995,23.71,70.47,10.0,2002-06-09
30249,2002,6,9.0,4.6636,23.36,70.39,10.0,2002-06-09
30250,2002,6,9.0,4.4428,23.48,70.22,10.0,2002-06-09
30251,2002,6,9.0,4.2219999999999995,23.7,69.6,10.0,2002-06-09
30252,2002,6,10.0,4.2219999999999995,23.32,69.98,10.0,2002-06-10
30255,2002,6,12.0,4.0012,23.22,71.17,10.0,2002-06-12
30256,2002,6,15.0,4.5532,23.25,70.19,10.0,2002-06-15
30257,2002,6,16.0,3.8631599999999997,23.56,70.69,10.0,2002-06-16
30258,2002,6,16.0,4.18917,23.56,70.07,10.0,2002-06-16
30261,2002,6,16.0,4.5532,23.86,70.08,10.0,2002-06-16
30262,2002,6,16.0,3.8631599999999997,29.719,87.774,33.0,2002-06-16
30263,2002,6,16.0,4.18917,29.921,87.956,12.8,2002-06-16
30264,2002,6,17.0,5.1052,23.34,70.59,10.0,2002-06-17
30266,2002,6,19.0,4.4428,23.66,70.0,10.0,2002-06-19
30267,2002,6,20.0,4.82825,23.27,70.45,10.0,2002-06-20
30268,2002,6,20.0,4.0805,23.51,70.52,10.0,2002-06-20
30269,2002,6,20.0,4.0805,23.81,70.17,10.0,2002-06-20
30270,2002,6,20.0,4.6,23.81,70.19,10.0,2002-06-20
30271,2002,6,20.0,4.774,23.34,70.02,10.0,2002-06-20
30273,2002,6,20.0,4.82825,25.868,88.874,37.8,2002-06-20
30274,2002,6,20.0,4.0805,25.324,91.275,22.7,2002-06-20
30275,2002,6,20.0,4.0805,29.751,89.518,41.8,2002-06-20
30276,2002,6,21.0,4.9948,23.19,70.04,10.0,2002-06-21
30278,2002,6,27.0,4.1116,23.02,94.34,80.0,2002-06-27
30279,2002,6,27.0,4.8844,23.18,69.91,10.0,2002-06-27
30280,2002,6,27.0,4.5532,23.45,70.39,10.0,2002-06-27
30282,2002,6,28.0,4.8844,23.4,70.0,10.0,2002-06-28
30283,2002,6,28.0,3.8908,23.51,70.01,10.0,2002-06-28
30284,2002,6,29.0,5.9884,23.46,69.97,10.0,2002-06-29
30285,2002,6,29.0,4.5532,23.5,70.46,10.0,2002-06-29
30287,2002,7,2.0,4.1116,23.38,70.0,10.0,2002-07-02
30288,2002,7,3.0,3.6458199999999996,23.44,70.28,10.0,2002-07-03
30291,2002,7,3.0,3.6458199999999996,30.153,89.358,33.0,2002-07-03
30292,2002,7,4.0,4.73252,23.28,70.27,10.0,2002-07-04
30293,2002,7,4.0,4.8844,23.44,70.04,10.0,2002-07-04
30294,2002,7,4.0,4.73252,22.832,94.543,106.6,2002-07-04
30295,2002,7,5.0,3.8631599999999997,23.38,70.4,10.0,2002-07-05
30296,2002,7,5.0,4.3324,23.39,70.01,10.0,2002-07-05
30297,2002,7,5.0,3.8631599999999997,26.797,93.185,99.6,2002-07-05
30298,2002,7,6.0,3.75449,23.52,70.26,10.0,2002-07-06
30299,2002,7,6.0,3.75449,23.797,94.184,67.8,2002-07-06
30300,2002,7,7.0,4.1116,23.37,70.43,10.0,2002-07-07
30301,2002,7,9.0,4.70335,23.2,70.07,10.0,2002-07-09
30302,2002,7,9.0,3.8631599999999997,23.41,70.42,10.0,2002-07-09
30303,2002,7,9.0,4.82825,23.17,70.36,10.0,2002-07-09
30304,2002,7,9.0,4.9948,23.2,70.2,10.0,2002-07-09
30306,2002,7,9.0,4.70335,29.859,87.946,44.8,2002-07-09
30307,2002,7,9.0,3.8631599999999997,31.624,99.334,10.0,2002-07-09
30308,2002,7,9.0,4.82825,31.71,99.202,29.3,2002-07-09
30309,2002,7,10.0,4.0805,23.66,70.43,10.0,2002-07-10
30310,2002,7,10.0,4.6636,23.17,70.06,10.0,2002-07-10
30311,2002,7,10.0,4.0012,23.42,70.01,10.0,2002-07-10
30312,2002,7,10.0,4.0805,26.63,92.311,37.4,2002-07-10
30313,2002,7,11.0,3.97183,23.4,70.0,10.0,2002-07-11
30314,2002,7,11.0,3.97183,25.809,90.803,10.0,2002-07-11
30315,2002,7,12.0,4.0805,23.2,70.09,10.0,2002-07-12
30316,2002,7,12.0,4.0805,31.671,99.039,15.0,2002-07-12
30317,2002,7,13.0,6.2092,22.86,70.3,10.0,2002-07-13
30318,2002,7,14.0,4.7658,23.52,70.13,10.0,2002-07-14
30319,2002,7,14.0,3.8631599999999997,23.25,70.09,10.0,2002-07-14
30320,2002,7,14.0,4.9948,33.21,75.81,18.0,2002-07-14
30321,2002,7,14.0,4.8844,23.47,70.11,10.0,2002-07-14
30322,2002,7,14.0,4.1116,23.35,70.31,10.0,2002-07-14
30323,2002,7,14.0,4.7658,23.871,94.09,48.3,2002-07-14
30324,2002,7,14.0,3.8631599999999997,23.414,93.808,71.2,2002-07-14
30325,2002,7,16.0,4.57845,23.51,70.05,10.0,2002-07-16
30326,2002,7,16.0,4.2219999999999995,23.36,70.29,10.0,2002-07-16
30327,2002,7,16.0,4.57845,27.653,87.692,33.0,2002-07-16
30328,2002,7,18.0,4.2662,23.34,70.46,10.0,2002-07-18
30329,2002,7,18.0,4.4428,23.65,70.43,10.0,2002-07-18
30330,2002,7,18.0,4.774,34.58,73.8,45.0,2002-07-18
30331,2002,7,18.0,4.1116,23.64,70.02,10.0,2002-07-18
30332,2002,7,18.0,4.2662,21.197,98.223,28.2,2002-07-18
30333,2002,7,20.0,3.8631599999999997,23.36,70.37,10.0,2002-07-20
30334,2002,7,20.0,4.5532,31.07,69.81,33.0,2002-07-20
30335,2002,7,20.0,3.8631599999999997,25.124,92.178,31.1,2002-07-20
30336,2002,7,21.0,4.9948,34.99,85.92,33.0,2002-07-21
30337,2002,7,21.0,4.0012,34.05,79.63,33.0,2002-07-21
30338,2002,7,22.0,3.6458199999999996,23.45,69.75,10.0,2002-07-22
30340,2002,7,22.0,4.1116,35.05,88.12,33.0,2002-07-22
30341,2002,7,22.0,3.6458199999999996,24.678,94.295,76.7,2002-07-22
30342,2002,7,23.0,3.8631599999999997,24.74,92.14,38.0,2002-07-23
30343,2002,7,23.0,3.8631599999999997,24.748,92.086,45.1,2002-07-23
30344,2002,7,24.0,3.31981,23.22,70.51,10.0,2002-07-24
30345,2002,7,24.0,3.31981,24.6,95.1,174.8,2002-07-24
30346,2002,7,25.0,4.0012,23.27,70.18,10.0,2002-07-25
30347,2002,7,25.0,4.1116,33.42,70.33,33.0,2002-07-25
30349,2002,7,27.0,4.4428,23.34,70.3,10.0,2002-07-27
30350,2002,7,28.0,4.6636,10.79,94.19,33.0,2002-07-28
30351,2002,7,29.0,3.6458199999999996,23.25,70.29,10.0,2002-07-29
30352,2002,7,29.0,3.8908,23.23,70.23,10.0,2002-07-29
30353,2002,7,29.0,3.6458199999999996,23.379,93.499,33.0,2002-07-29
30354,2002,7,30.0,4.3911,23.27,70.29,10.0,2002-07-30
30355,2002,7,30.0,3.6458199999999996,35.99,69.92,144.0,2002-07-30
30356,2002,7,30.0,4.3911,31.829,98.81,29.0,2002-07-30
30357,2002,7,30.0,3.6458199999999996,22.423,94.215,112.5,2002-07-30
30358,2002,7,31.0,3.31981,23.36,70.45,10.0,2002-07-31
30359,2002,7,31.0,3.31981,20.005,93.167,33.0,2002-07-31
30361,2002,8,1.0,4.6636,23.52,70.11,10.0,2002-08-01
30363,2002,8,3.0,3.8631599999999997,23.52,70.1,10.0,2002-08-03
30364,2002,8,3.0,4.6636,23.47,70.58,10.0,2002-08-03
30365,2002,8,3.0,4.6636,24.53,94.88,90.0,2002-08-03
30366,2002,8,3.0,4.6636,30.98,78.24,33.0,2002-08-03
30367,2002,8,3.0,4.2219999999999995,33.29,75.89,57.0,2002-08-03
30368,2002,8,3.0,4.0012,32.55,85.11,33.0,2002-08-03
30369,2002,8,3.0,3.8631599999999997,22.166,93.22,51.9,2002-08-03
30370,2002,8,5.0,3.8908,23.33,70.29,10.0,2002-08-05
30371,2002,8,6.0,4.82825,31.88,67.28,33.0,2002-08-06
30372,2002,8,6.0,5.4364,31.0,78.07,21.0,2002-08-06
30373,2002,8,6.0,4.8844,35.38,87.66,10.0,2002-08-06
30374,2002,8,6.0,4.82825,30.056,87.994,43.5,2002-08-06
30375,2002,8,7.0,3.53715,26.49,90.62,20.0,2002-08-07
30376,2002,8,7.0,3.53715,26.804,93.162,33.0,2002-08-07
30377,2002,8,8.0,5.3,35.79,80.97,33.0,2002-08-08
30378,2002,8,8.0,5.3,30.851,99.889,29.0,2002-08-08
30379,2002,8,9.0,3.31981,28.38,86.97,33.0,2002-08-09
30381,2002,8,9.0,4.8844,23.28,70.29,27.0,2002-08-09
30382,2002,8,9.0,3.31981,24.598,94.857,160.3,2002-08-09
30383,2002,8,12.0,4.5532,23.24,70.28,10.0,2002-08-12
30384,2002,8,13.0,4.2662,23.28,70.46,10.0,2002-08-13
30385,2002,8,13.0,3.8908,23.39,70.23,10.0,2002-08-13
30386,2002,8,13.0,4.2219999999999995,23.9,93.69,55.0,2002-08-13
30387,2002,8,13.0,4.2662,31.11,98.298,33.0,2002-08-13
30388,2002,8,14.0,4.0012,24.38,95.73,100.0,2002-08-14
30389,2002,8,16.0,3.75449,23.02,70.48,10.0,2002-08-16
30390,2002,8,16.0,4.1116,34.37,86.9,33.0,2002-08-16
30391,2002,8,16.0,4.3324,34.15,86.59,33.0,2002-08-16
30392,2002,8,16.0,4.1116,23.48,70.17,10.0,2002-08-16
30393,2002,8,16.0,3.75449,24.678,94.919,143.4,2002-08-16
30394,2002,8,17.0,3.53715,32.4,69.44,33.0,2002-08-17
30396,2002,8,17.0,3.53715,22.542,94.225,86.9,2002-08-17
30397,2002,8,18.0,4.4428,23.62,70.07,10.0,2002-08-18
30398,2002,8,18.0,4.2219999999999995,23.71,70.04,10.0,2002-08-18
30399,2002,8,18.0,4.1116,27.88,91.83,33.0,2002-08-18
30400,2002,8,18.0,4.6636,27.82,91.87,33.0,2002-08-18
30401,2002,8,19.0,4.5532,23.6,69.85,10.0,2002-08-19
30402,2002,8,20.0,4.40651,30.41,79.02,33.0,2002-08-20
30403,2002,8,20.0,3.53715,24.04,94.86,33.0,2002-08-20
30404,2002,8,20.0,4.6636,23.5,70.13,10.0,2002-08-20
30405,2002,8,20.0,4.1116,23.73,69.56,10.0,2002-08-20
30406,2002,8,20.0,4.40651,27.209,92.803,53.5,2002-08-20
30407,2002,8,20.0,3.53715,24.668,94.209,78.2,2002-08-20
30408,2002,8,22.0,4.7658,23.38,70.33,28.0,2002-08-22
30409,2002,8,22.0,4.774,35.53,78.96,33.0,2002-08-22
30410,2002,8,22.0,4.7658,29.929,88.215,50.2,2002-08-22
30411,2002,8,23.0,3.97183,22.59,69.85,10.0,2002-08-23
30412,2002,8,23.0,3.4284800000000004,8.73,93.96,33.0,2002-08-23
30414,2002,8,23.0,3.97183,24.247,94.949,33.0,2002-08-23
30415,2002,8,23.0,3.4284800000000004,22.461,92.583,33.0,2002-08-23
30416,2002,8,24.0,3.75449,8.54,93.15,33.0,2002-08-24
30417,2002,8,24.0,4.0012,9.02,93.76,33.0,2002-08-24
30418,2002,8,24.0,3.75449,26.709,96.213,56.1,2002-08-24
30419,2002,8,27.0,4.3324,8.81,93.89,33.0,2002-08-27
30420,2002,8,29.0,4.4428,30.34,94.88,33.0,2002-08-29
30421,2002,8,29.0,3.8908,23.39,70.11,10.0,2002-08-29
30422,2002,8,29.0,4.0012,12.25,92.71,33.0,2002-08-29
30423,2002,8,31.0,4.8907,35.83,70.47,33.0,2002-08-31
30424,2002,8,31.0,3.6458199999999996,32.47,89.16,63.0,2002-08-31
30425,2002,8,31.0,5.3260000000000005,23.4,70.44,10.0,2002-08-31
30427,2002,8,31.0,4.8907,29.878,88.055,16.0,2002-08-31
30428,2002,8,31.0,3.6458199999999996,29.826,87.864,33.0,2002-08-31
30429,2002,9,1.0,4.8844,31.45,85.57,33.0,2002-09-01
30430,2002,9,3.0,3.75449,31.38,85.53,33.0,2002-09-03
30431,2002,9,3.0,3.75449,25.134,97.388,62.5,2002-09-03
30432,2002,9,4.0,4.3324,32.27,89.24,33.0,2002-09-04
30436,2002,9,9.0,4.6636,8.38,93.86,60.0,2002-09-09
30437,2002,9,10.0,4.18917,23.47,70.5,17.0,2002-09-10
30438,2002,9,10.0,4.3324,22.66,94.02,147.0,2002-09-10
30439,2002,9,10.0,4.18917,26.612,96.112,85.9,2002-09-10
30440,2002,9,13.0,4.2219999999999995,33.83,70.52,33.0,2002-09-13
30441,2002,9,13.0,4.4428,27.8,86.13,33.0,2002-09-13
30442,2002,9,13.0,7.2028,6.77,94.97,132.0,2002-09-13
30443,2002,9,13.0,4.9948,24.85,95.1,120.0,2002-09-13
30445,2002,9,13.0,5.4364,29.46,66.6,33.0,2002-09-13
30446,2002,9,13.0,4.5532,31.78,94.38,33.0,2002-09-13
30449,2002,9,13.0,4.8844,35.6,70.37,33.0,2002-09-13
30450,2002,9,14.0,4.5532,24.63,95.04,113.0,2002-09-14
30451,2002,9,14.0,4.774,23.67,70.66,10.0,2002-09-14
30452,2002,9,14.0,4.774,34.8,80.42,33.0,2002-09-14
30453,2002,9,14.0,4.6636,29.52,68.75,33.0,2002-09-14
30454,2002,9,14.0,4.8844,22.24,94.1,77.0,2002-09-14
30456,2002,9,14.0,6.2092,29.94,88.11,33.0,2002-09-14
30457,2002,9,14.0,4.5532,17.84,94.16,33.0,2002-09-14
30458,2002,9,14.0,4.6636,24.77,98.93,10.0,2002-09-14
30459,2002,9,14.0,4.2219999999999995,22.85,91.89,33.0,2002-09-14
30460,2002,9,14.0,4.5532,29.25,81.32,33.0,2002-09-14
30461,2002,9,14.0,4.5532,23.43,70.66,10.0,2002-09-14
30462,2002,9,14.0,4.8844,35.58,69.9,95.0,2002-09-14
30463,2002,9,14.0,5.3260000000000005,22.58,89.15,10.0,2002-09-14
30464,2002,9,14.0,4.3324,23.46,70.1,10.0,2002-09-14
30465,2002,9,15.0,4.5532,23.05,70.52,10.0,2002-09-15
30466,2002,9,15.0,4.5532,18.69,95.3,97.0,2002-09-15
30467,2002,9,15.0,4.6636,24.03,91.6,10.0,2002-09-15
30468,2002,9,18.0,4.4428,24.72,98.89,33.0,2002-09-18
30469,2002,9,18.0,5.877999999999999,25.88,90.6,33.0,2002-09-18
30470,2002,9,20.0,3.4284800000000004,23.38,70.16,10.0,2002-09-20
30471,2002,9,20.0,4.9948,32.71,76.8,33.0,2002-09-20
30472,2002,9,20.0,3.4284800000000004,25.246,96.394,146.9,2002-09-20
30473,2002,9,21.0,4.5532,23.52,70.55,10.0,2002-09-21
30475,2002,9,24.0,4.18917,26.09,91.49,33.0,2002-09-24
30476,2002,9,24.0,4.18917,25.82,90.051,13.4,2002-09-24
30477,2002,9,25.0,4.4428,10.18,93.72,104.0,2002-09-25
30478,2002,9,27.0,4.29784,28.59,76.84,10.0,2002-09-27
30479,2002,9,27.0,4.84119,28.87,87.16,33.0,2002-09-27
30480,2002,9,27.0,4.6636,28.91,87.22,33.0,2002-09-27
30481,2002,9,27.0,5.1052,23.28,93.43,65.0,2002-09-27
30482,2002,9,27.0,5.4364,32.79,85.51,33.0,2002-09-27
30483,2002,9,27.0,4.8844,12.28,93.53,92.0,2002-09-27
30484,2002,9,27.0,4.29784,30.185,88.082,37.0,2002-09-27
30486,2002,9,29.0,4.5532,27.63,90.47,33.0,2002-09-29
30487,2002,9,29.0,4.1116,34.44,74.21,33.0,2002-09-29
30488,2002,9,29.0,4.0012,30.02,68.58,33.0,2002-09-29
30489,2002,10,3.0,3.4284800000000004,35.21,77.68,38.0,2002-10-03
30490,2002,10,3.0,4.8844,33.46,69.61,33.0,2002-10-03
30491,2002,10,3.0,4.5532,23.41,70.09,10.0,2002-10-03
30492,2002,10,3.0,3.4284800000000004,24.5351,94.9568,181.5,2002-10-03
30493,2002,10,4.0,4.8844,23.46,70.05,10.0,2002-10-04
30494,2002,10,5.0,4.32865,23.12,70.22,10.0,2002-10-05
30495,2002,10,5.0,3.97183,33.38,81.65,33.0,2002-10-05
30496,2002,10,5.0,4.5532,35.33,87.9,33.0,2002-10-05
30497,2002,10,5.0,4.4428,35.93,69.97,33.0,2002-10-05
30498,2002,10,5.0,4.8844,35.1,86.22,33.0,2002-10-05
30499,2002,10,5.0,4.32865,24.4053,94.6326,49.3,2002-10-05
30500,2002,10,5.0,3.97183,24.8469,95.2746,158.7,2002-10-05
30501,2002,10,8.0,4.774,23.38,70.21,10.0,2002-10-08
30503,2002,10,9.0,3.8908,19.8,94.57,70.0,2002-10-09
30504,2002,10,9.0,4.5532,18.23,96.07,33.0,2002-10-09
